store_id,store_name,city,state
1989,Store-1989,Pune,TN
1990,Store-1990,Kolkata,KA
1991,Store-1991,Bangalore,DL
1992,Store-1992,Kolkata,KA
1993,Store-1993,Hyderabad,DL
1994,Store-1994,Kolkata,MH
1995,Store-1995,Hyderabad,DL
1996,Store-1996,Pune,DL
1997,Store-1997,Delhi,WB
1998,Store-1998,Bangalore,WB
1999,Store-1999,Bangalore,TN
2000,Store-2000,Kolkata,TN
2001,Store-2001,Chennai,WB
2002,Store-2002,Mumbai,DL
2003,Store-2003,Delhi,TN
2004,Store-2004,Mumbai,KA
2005,Store-2005,Mumbai,TN
2006,Store-2006,Mumbai,TN
2007,Store-2007,Bangalore,WB
2008,Store-2008,Chennai,TN
2009,Store-2009,Delhi,DL
2010,Store-2010,Delhi,WB
2011,Store-2011,Hyderabad,TG
2012,Store-2012,Bangalore,MH
2013,Store-2013,Chennai,DL
2014,Store-2014,Mumbai,WB
2015,Store-2015,Kolkata,DL
2016,Store-2016,Hyderabad,TN
2017,Store-2017,Delhi,TN
2018,Store-2018,Chennai,MH
2019,Store-2019,Chennai,DL
2020,Store-2020,Chennai,MH
2021,Store-2021,Hyderabad,TN
2022,Store-2022,Pune,WB
2023,Store-2023,Delhi,DL
2024,Store-2024,Bangalore,WB
2025,Store-2025,Delhi,MH
2026,Store-2026,Pune,DL
2027,Store-2027,Mumbai,TG
2028,Store-2028,Kolkata,TG
2029,Store-2029,Hyderabad,DL
2030,Store-2030,Delhi,DL
2031,Store-2031,Hyderabad,WB
2032,Store-2032,Kolkata,KA
2033,Store-2033,Delhi,DL
2034,Store-2034,Hyderabad,TN
2035,Store-2035,Mumbai,MH
2036,Store-2036,Hyderabad,WB
2037,Store-2037,Pune,WB
2038,Store-2038,Pune,TG
2039,Store-2039,Bangalore,DL
2040,Store-2040,Delhi,TG
2041,Store-2041,Kolkata,TG
2042,Store-2042,Chennai,TG
2043,Store-2043,Bangalore,DL
2044,Store-2044,Delhi,TN
2045,Store-2045,Kolkata,KA
2046,Store-2046,Delhi,DL
2047,Store-2047,Chennai,MH
2048,Store-2048,Pune,KA
2049,Store-2049,Hyderabad,TG
2050,Store-2050,Pune,DL
2051,Store-2051,Chennai,TN
2052,Store-2052,Kolkata,KA
2053,Store-2053,Bangalore,TN
2054,Store-2054,Bangalore,TN
2055,Store-2055,Mumbai,MH
2056,Store-2056,Bangalore,MH
2057,Store-2057,Chennai,DL
2058,Store-2058,Kolkata,DL
2059,Store-2059,Delhi,TN
2060,Store-2060,Delhi,TN
2061,Store-2061,Kolkata,DL
2062,Store-2062,Hyderabad,WB
2063,Store-2063,Chennai,TG
2064,Store-2064,Bangalore,DL
2065,Store-2065,Chennai,MH
2066,Store-2066,Bangalore,TG
2067,Store-2067,Pune,KA
2068,Store-2068,Chennai,TN
2069,Store-2069,Delhi,TG
2070,Store-2070,Chennai,TG
2071,Store-2071,Mumbai,KA
2072,Store-2072,Delhi,DL
2073,Store-2073,Hyderabad,KA
2074,Store-2074,Delhi,MH
2075,Store-2075,Pune,TG
2076,Store-2076,Bangalore,TG
2077,Store-2077,Delhi,TN
2078,Store-2078,Chennai,MH
2079,Store-2079,Bangalore,DL
2080,Store-2080,Mumbai,KA
2081,Store-2081,Kolkata,KA
2082,Store-2082,Bangalore,KA
2083,Store-2083,Chennai,TG
2084,Store-2084,Bangalore,DL
2085,Store-2085,Pune,MH
2086,Store-2086,Delhi,DL
2087,Store-2087,Mumbai,WB
2088,Store-2088,Chennai,KA
2089,Store-2089,Delhi,MH
2090,Store-2090,Bangalore,WB
2091,Store-2091,Kolkata,MH
2092,Store-2092,Mumbai,DL
2093,Store-2093,Delhi,DL
2094,Store-2094,Delhi,TN
2095,Store-2095,Pune,DL
2096,Store-2096,Delhi,DL
2097,Store-2097,Hyderabad,DL
2098,Store-2098,Kolkata,DL
2099,Store-2099,Bangalore,KA
2100,Store-2100,Mumbai,TG
2101,Store-2101,Hyderabad,WB
2102,Store-2102,Pune,KA
2103,Store-2103,Delhi,WB
2104,Store-2104,Bangalore,WB
2105,Store-2105,Kolkata,TG
2106,Store-2106,Bangalore,TN
2107,Store-2107,Mumbai,TN
2108,Store-2108,Kolkata,TN
2109,Store-2109,Delhi,MH
2110,Store-2110,Delhi,WB
2111,Store-2111,Hyderabad,MH
2112,Store-2112,Mumbai,TN
2113,Store-2113,Bangalore,WB
2114,Store-2114,Mumbai,DL
2115,Store-2115,Pune,MH
2116,Store-2116,Bangalore,MH
2117,Store-2117,Delhi,DL
2118,Store-2118,Chennai,TG
2119,Store-2119,Hyderabad,DL
2120,Store-2120,Kolkata,KA
2121,Store-2121,Mumbai,WB
2122,Store-2122,Chennai,TN
2123,Store-2123,Bangalore,TN
2124,Store-2124,Pune,KA
2125,Store-2125,Bangalore,TN
2126,Store-2126,Bangalore,MH
2127,Store-2127,Kolkata,TN
2128,Store-2128,Chennai,KA
2129,Store-2129,Kolkata,MH
2130,Store-2130,Chennai,WB
2131,Store-2131,Bangalore,MH
2132,Store-2132,Hyderabad,TN
2133,Store-2133,Hyderabad,TN
2134,Store-2134,Hyderabad,DL
2135,Store-2135,Chennai,WB
2136,Store-2136,Mumbai,MH
2137,Store-2137,Mumbai,DL
2138,Store-2138,Delhi,TN
2139,Store-2139,Pune,TN
2140,Store-2140,Mumbai,MH
2141,Store-2141,Mumbai,DL
2142,Store-2142,Kolkata,KA
2143,Store-2143,Pune,MH
2144,Store-2144,Pune,TG
2145,Store-2145,Delhi,MH
2146,Store-2146,Mumbai,TN
2147,Store-2147,Chennai,KA
2148,Store-2148,Chennai,WB
2149,Store-2149,Chennai,KA
2150,Store-2150,Chennai,KA
2151,Store-2151,Hyderabad,TG
2152,Store-2152,Pune,TG
2153,Store-2153,Hyderabad,MH
2154,Store-2154,Pune,MH
2155,Store-2155,Chennai,WB
2156,Store-2156,Pune,TN
2157,Store-2157,Hyderabad,WB
2158,Store-2158,Bangalore,TN
2159,Store-2159,Pune,WB
2160,Store-2160,Mumbai,TN
2161,Store-2161,Hyderabad,TN
2162,Store-2162,Pune,TN
2163,Store-2163,Delhi,DL
2164,Store-2164,Bangalore,TN
2165,Store-2165,Mumbai,TG
2166,Store-2166,Kolkata,TG
2167,Store-2167,Bangalore,TG
2168,Store-2168,Pune,WB
2169,Store-2169,Delhi,KA
2170,Store-2170,Chennai,MH
2171,Store-2171,Hyderabad,KA
2172,Store-2172,Delhi,TN
2173,Store-2173,Chennai,MH
2174,Store-2174,Pune,DL
2175,Store-2175,Pune,WB
2176,Store-2176,Kolkata,TG
2177,Store-2177,Bangalore,DL
2178,Store-2178,Bangalore,DL
2179,Store-2179,Pune,WB
2180,Store-2180,Kolkata,TG
2181,Store-2181,Delhi,DL
2182,Store-2182,Kolkata,MH
2183,Store-2183,Delhi,TG
2184,Store-2184,Chennai,TN
2185,Store-2185,Pune,WB
2186,Store-2186,Kolkata,KA
2187,Store-2187,Kolkata,TG
2188,Store-2188,Hyderabad,TG
2189,Store-2189,Bangalore,KA
2190,Store-2190,Bangalore,TN
2191,Store-2191,Kolkata,WB
2192,Store-2192,Delhi,TN
2193,Store-2193,Mumbai,WB
2194,Store-2194,Chennai,TN
2195,Store-2195,Bangalore,TG
2196,Store-2196,Kolkata,DL
2197,Store-2197,Delhi,TN
2198,Store-2198,Hyderabad,KA
2199,Store-2199,Delhi,TG
2200,Store-2200,Hyderabad,TG
2201,Store-2201,Chennai,MH
2202,Store-2202,Delhi,DL
2203,Store-2203,Bangalore,TN
2204,Store-2204,Pune,TN
2205,Store-2205,Hyderabad,WB
2206,Store-2206,Delhi,KA
2207,Store-2207,Mumbai,DL
2208,Store-2208,Delhi,TG
2209,Store-2209,Bangalore,DL
2210,Store-2210,Chennai,KA
2211,Store-2211,Pune,TN
2212,Store-2212,Delhi,MH
2213,Store-2213,Pune,WB
2214,Store-2214,Bangalore,TN
2215,Store-2215,Kolkata,MH
2216,Store-2216,Kolkata,TN
2217,Store-2217,Hyderabad,TG
2218,Store-2218,Delhi,TN
2219,Store-2219,Bangalore,TG
2220,Store-2220,Bangalore,WB
2221,Store-2221,Kolkata,TN
2222,Store-2222,Mumbai,MH
2223,Store-2223,Chennai,TN
2224,Store-2224,Pune,KA
2225,Store-2225,Hyderabad,KA
2226,Store-2226,Pune,WB
2227,Store-2227,Kolkata,WB
2228,Store-2228,Chennai,WB
2229,Store-2229,Pune,DL
2230,Store-2230,Bangalore,TN
2231,Store-2231,Bangalore,KA
2232,Store-2232,Pune,MH
2233,Store-2233,Pune,TG
2234,Store-2234,Pune,KA
2235,Store-2235,Bangalore,WB
2236,Store-2236,Hyderabad,DL
2237,Store-2237,Mumbai,TG
2238,Store-2238,Chennai,WB
2239,Store-2239,Mumbai,KA
2240,Store-2240,Hyderabad,TG
2241,Store-2241,Bangalore,DL
2242,Store-2242,Chennai,TN
2243,Store-2243,Delhi,TG
2244,Store-2244,Hyderabad,KA
2245,Store-2245,Mumbai,DL
2246,Store-2246,Kolkata,DL
2247,Store-2247,Delhi,TN
2248,Store-2248,Bangalore,WB
2249,Store-2249,Kolkata,DL
2250,Store-2250,Chennai,TG
2251,Store-2251,Chennai,TG
2252,Store-2252,Chennai,WB
2253,Store-2253,Kolkata,DL
2254,Store-2254,Kolkata,TG
2255,Store-2255,Hyderabad,TG
2256,Store-2256,Hyderabad,WB
2257,Store-2257,Mumbai,MH
2258,Store-2258,Delhi,DL
2259,Store-2259,Mumbai,WB
2260,Store-2260,Pune,TG
2261,Store-2261,Chennai,WB
2262,Store-2262,Bangalore,WB
2263,Store-2263,Bangalore,DL
2264,Store-2264,Chennai,DL
2265,Store-2265,Hyderabad,DL
2266,Store-2266,Pune,TG
2267,Store-2267,Pune,KA
2268,Store-2268,Bangalore,MH
2269,Store-2269,Delhi,TG
2270,Store-2270,Mumbai,DL
2271,Store-2271,Bangalore,DL
2272,Store-2272,Pune,DL
2273,Store-2273,Kolkata,DL
2274,Store-2274,Pune,MH
2275,Store-2275,Mumbai,DL
2276,Store-2276,Pune,MH
2277,Store-2277,Chennai,TN
2278,Store-2278,Bangalore,TG
2279,Store-2279,Delhi,TG
2280,Store-2280,Chennai,MH
2281,Store-2281,Kolkata,DL
2282,Store-2282,Pune,MH
2283,Store-2283,Pune,DL
2284,Store-2284,Mumbai,WB
2285,Store-2285,Hyderabad,MH
2286,Store-2286,Hyderabad,TN
2287,Store-2287,Delhi,WB
2288,Store-2288,Chennai,MH
2289,Store-2289,Kolkata,DL
2290,Store-2290,Bangalore,DL
2291,Store-2291,Chennai,MH
2292,Store-2292,Pune,KA
2293,Store-2293,Delhi,TN
2294,Store-2294,Delhi,MH
2295,Store-2295,Hyderabad,MH
2296,Store-2296,Chennai,DL
2297,Store-2297,Pune,KA
2298,Store-2298,Kolkata,KA
2299,Store-2299,Chennai,TN
2300,Store-2300,Hyderabad,TG
2301,Store-2301,Bangalore,TG
2302,Store-2302,Chennai,KA
2303,Store-2303,Pune,TG
2304,Store-2304,Chennai,TN
2305,Store-2305,Chennai,WB
2306,Store-2306,Mumbai,DL
2307,Store-2307,Pune,KA
2308,Store-2308,Pune,TN
2309,Store-2309,Mumbai,MH
2310,Store-2310,Bangalore,MH
2311,Store-2311,Chennai,TN
2312,Store-2312,Hyderabad,MH
2313,Store-2313,Chennai,TG
2314,Store-2314,Mumbai,MH
2315,Store-2315,Delhi,KA
2316,Store-2316,Pune,TN
2317,Store-2317,Mumbai,TN
2318,Store-2318,Delhi,DL
2319,Store-2319,Bangalore,WB
2320,Store-2320,Kolkata,DL
2321,Store-2321,Hyderabad,TG
2322,Store-2322,Delhi,TN
2323,Store-2323,Hyderabad,MH
2324,Store-2324,Delhi,KA
2325,Store-2325,Bangalore,MH
2326,Store-2326,Chennai,KA
2327,Store-2327,Delhi,TN
2328,Store-2328,Hyderabad,TG
2329,Store-2329,Mumbai,MH
2330,Store-2330,Kolkata,DL
2331,Store-2331,Pune,DL
2332,Store-2332,Hyderabad,KA
2333,Store-2333,Mumbai,DL
2334,Store-2334,Kolkata,MH
2335,Store-2335,Chennai,TG
2336,Store-2336,Bangalore,WB
2337,Store-2337,Chennai,WB
2338,Store-2338,Delhi,MH
2339,Store-2339,Pune,MH
2340,Store-2340,Bangalore,MH
2341,Store-2341,Mumbai,TN
2342,Store-2342,Kolkata,KA
2343,Store-2343,Pune,MH
2344,Store-2344,Bangalore,TN
2345,Store-2345,Hyderabad,TG
2346,Store-2346,Delhi,DL
2347,Store-2347,Kolkata,KA
2348,Store-2348,Kolkata,TG
2349,Store-2349,Mumbai,DL
2350,Store-2350,Bangalore,KA
2351,Store-2351,Kolkata,KA
2352,Store-2352,Mumbai,DL
2353,Store-2353,Pune,MH
2354,Store-2354,Hyderabad,KA
2355,Store-2355,Bangalore,DL
2356,Store-2356,Pune,MH
2357,Store-2357,Pune,TG
2358,Store-2358,Bangalore,TG
2359,Store-2359,Delhi,TG
2360,Store-2360,Kolkata,MH
2361,Store-2361,Pune,KA
2362,Store-2362,Pune,TG
2363,Store-2363,Mumbai,TG
2364,Store-2364,Delhi,DL
2365,Store-2365,Hyderabad,MH
2366,Store-2366,Bangalore,KA
2367,Store-2367,Delhi,TG
2368,Store-2368,Delhi,DL
2369,Store-2369,Delhi,KA
2370,Store-2370,Bangalore,TG
2371,Store-2371,Pune,MH
2372,Store-2372,Chennai,KA
2373,Store-2373,Bangalore,WB
2374,Store-2374,Bangalore,WB
2375,Store-2375,Mumbai,KA
2376,Store-2376,Bangalore,WB
2377,Store-2377,Delhi,MH
2378,Store-2378,Mumbai,MH
2379,Store-2379,Delhi,WB
2380,Store-2380,Kolkata,WB
2381,Store-2381,Bangalore,TN
2382,Store-2382,Bangalore,MH
2383,Store-2383,Bangalore,TN
2384,Store-2384,Mumbai,DL
2385,Store-2385,Bangalore,MH
2386,Store-2386,Kolkata,MH
2387,Store-2387,Pune,MH
2388,Store-2388,Chennai,TN
2389,Store-2389,Mumbai,TG
2390,Store-2390,Bangalore,WB
2391,Store-2391,Hyderabad,KA
2392,Store-2392,Kolkata,KA
2393,Store-2393,Pune,DL
2394,Store-2394,Kolkata,KA
2395,Store-2395,Hyderabad,KA
2396,Store-2396,Kolkata,WB
2397,Store-2397,Pune,MH
2398,Store-2398,Chennai,DL
2399,Store-2399,Delhi,TN
2400,Store-2400,Delhi,WB
2401,Store-2401,Hyderabad,WB
2402,Store-2402,Delhi,MH
2403,Store-2403,Kolkata,TG
2404,Store-2404,Delhi,TG
2405,Store-2405,Kolkata,MH
2406,Store-2406,Bangalore,TN
2407,Store-2407,Delhi,KA
2408,Store-2408,Pune,MH
2409,Store-2409,Chennai,TN
2410,Store-2410,Pune,MH
2411,Store-2411,Pune,DL
2412,Store-2412,Pune,TG
2413,Store-2413,Chennai,DL
2414,Store-2414,Bangalore,WB
2415,Store-2415,Hyderabad,DL
2416,Store-2416,Chennai,WB
2417,Store-2417,Delhi,WB
2418,Store-2418,Mumbai,TN
2419,Store-2419,Mumbai,KA
2420,Store-2420,Chennai,MH
2421,Store-2421,Delhi,MH
2422,Store-2422,Kolkata,WB
2423,Store-2423,Mumbai,DL
2424,Store-2424,Chennai,DL
2425,Store-2425,Hyderabad,TN
2426,Store-2426,Mumbai,DL
2427,Store-2427,Mumbai,MH
2428,Store-2428,Hyderabad,KA
2429,Store-2429,Pune,DL
2430,Store-2430,Bangalore,DL
2431,Store-2431,Chennai,KA
2432,Store-2432,Pune,TG
2433,Store-2433,Pune,KA
2434,Store-2434,Mumbai,DL
2435,Store-2435,Bangalore,WB
2436,Store-2436,Kolkata,DL
2437,Store-2437,Chennai,DL
2438,Store-2438,Pune,TG
2439,Store-2439,Chennai,MH
2440,Store-2440,Mumbai,TN
2441,Store-2441,Kolkata,TN
2442,Store-2442,Delhi,MH
2443,Store-2443,Bangalore,DL
2444,Store-2444,Pune,TG
2445,Store-2445,Bangalore,MH
2446,Store-2446,Chennai,WB
2447,Store-2447,Pune,MH
2448,Store-2448,Kolkata,TG
2449,Store-2449,Mumbai,WB
2450,Store-2450,Delhi,TG
2451,Store-2451,Mumbai,MH
2452,Store-2452,Kolkata,KA
2453,Store-2453,Delhi,WB
2454,Store-2454,Chennai,TN
2455,Store-2455,Pune,TN
2456,Store-2456,Chennai,KA
2457,Store-2457,Kolkata,KA
2458,Store-2458,Chennai,TN
2459,Store-2459,Chennai,TG
2460,Store-2460,Mumbai,TG
2461,Store-2461,Chennai,TN
2462,Store-2462,Delhi,TG
2463,Store-2463,Hyderabad,MH
2464,Store-2464,Bangalore,TG
2465,Store-2465,Hyderabad,TG
2466,Store-2466,Delhi,MH
2467,Store-2467,Delhi,TN
2468,Store-2468,Mumbai,TG
2469,Store-2469,Chennai,KA
2470,Store-2470,Chennai,TN
2471,Store-2471,Pune,MH
2472,Store-2472,Kolkata,WB
2473,Store-2473,Mumbai,MH
2474,Store-2474,Chennai,DL
2475,Store-2475,Chennai,DL
2476,Store-2476,Kolkata,TN
2477,Store-2477,Mumbai,TG
2478,Store-2478,Hyderabad,TN
2479,Store-2479,Pune,KA
2480,Store-2480,Chennai,WB
2481,Store-2481,Mumbai,TG
2482,Store-2482,Hyderabad,KA
2483,Store-2483,Bangalore,DL
2484,Store-2484,Chennai,TG
2485,Store-2485,Mumbai,TN
2486,Store-2486,Hyderabad,WB
2487,Store-2487,Kolkata,DL
2488,Store-2488,Chennai,DL
2489,Store-2489,Mumbai,TG
2490,Store-2490,Delhi,WB
2491,Store-2491,Chennai,WB
2492,Store-2492,Delhi,DL
2493,Store-2493,Kolkata,KA
2494,Store-2494,Chennai,DL
2495,Store-2495,Hyderabad,KA
2496,Store-2496,Kolkata,DL
2497,Store-2497,Bangalore,MH
2498,Store-2498,Chennai,TG
2499,Store-2499,Kolkata,TG
2500,Store-2500,Kolkata,DL
2501,Store-2501,Mumbai,TN
2502,Store-2502,Delhi,TG
2503,Store-2503,Pune,MH
2504,Store-2504,Bangalore,TN
2505,Store-2505,Chennai,DL
2506,Store-2506,Bangalore,KA
2507,Store-2507,Chennai,WB
2508,Store-2508,Pune,TG
2509,Store-2509,Mumbai,TN
2510,Store-2510,Chennai,KA
2511,Store-2511,Bangalore,MH
2512,Store-2512,Kolkata,KA
2513,Store-2513,Kolkata,WB
2514,Store-2514,Chennai,TG
2515,Store-2515,Kolkata,WB
2516,Store-2516,Kolkata,MH
2517,Store-2517,Mumbai,TN
2518,Store-2518,Bangalore,TN
2519,Store-2519,Kolkata,MH
2520,Store-2520,Chennai,MH
2521,Store-2521,Mumbai,TN
2522,Store-2522,Kolkata,KA
2523,Store-2523,Bangalore,MH
2524,Store-2524,Hyderabad,WB
2525,Store-2525,Mumbai,TN
2526,Store-2526,Delhi,TN
2527,Store-2527,Mumbai,TN
2528,Store-2528,Mumbai,WB
2529,Store-2529,Bangalore,MH
2530,Store-2530,Mumbai,KA
2531,Store-2531,Pune,TG
2532,Store-2532,Chennai,TG
2533,Store-2533,Chennai,KA
2534,Store-2534,Hyderabad,MH
2535,Store-2535,Delhi,WB
2536,Store-2536,Chennai,WB
2537,Store-2537,Hyderabad,TG
2538,Store-2538,Bangalore,TG
2539,Store-2539,Kolkata,TG
2540,Store-2540,Kolkata,MH
2541,Store-2541,Mumbai,DL
2542,Store-2542,Chennai,TN
2543,Store-2543,Bangalore,KA
2544,Store-2544,Chennai,TG
2545,Store-2545,Hyderabad,KA
2546,Store-2546,Mumbai,MH
2547,Store-2547,Hyderabad,DL
2548,Store-2548,Bangalore,WB
2549,Store-2549,Chennai,WB
2550,Store-2550,Hyderabad,TG
2551,Store-2551,Delhi,TG
2552,Store-2552,Mumbai,TG
2553,Store-2553,Bangalore,KA
2554,Store-2554,Chennai,DL
2555,Store-2555,Hyderabad,DL
2556,Store-2556,Bangalore,WB
2557,Store-2557,Kolkata,TN
2558,Store-2558,Chennai,MH
2559,Store-2559,Hyderabad,KA
2560,Store-2560,Pune,MH
2561,Store-2561,Delhi,MH
2562,Store-2562,Pune,DL
2563,Store-2563,Bangalore,KA
2564,Store-2564,Kolkata,WB
2565,Store-2565,Kolkata,TN
2566,Store-2566,Chennai,WB
2567,Store-2567,Bangalore,DL
2568,Store-2568,Chennai,TN
2569,Store-2569,Kolkata,WB
2570,Store-2570,Hyderabad,KA
2571,Store-2571,Delhi,MH
2572,Store-2572,Mumbai,TG
2573,Store-2573,Delhi,MH
2574,Store-2574,Bangalore,TG
2575,Store-2575,Chennai,DL
2576,Store-2576,Kolkata,WB
2577,Store-2577,Hyderabad,TG
2578,Store-2578,Chennai,TG
2579,Store-2579,Pune,DL
2580,Store-2580,Hyderabad,MH
2581,Store-2581,Hyderabad,KA
2582,Store-2582,Chennai,MH
2583,Store-2583,Bangalore,WB
2584,Store-2584,Bangalore,DL
2585,Store-2585,Hyderabad,TG
2586,Store-2586,Delhi,TG
2587,Store-2587,Bangalore,TN
2588,Store-2588,Pune,DL
2589,Store-2589,Kolkata,TN
2590,Store-2590,Hyderabad,WB
2591,Store-2591,Chennai,DL
2592,Store-2592,Chennai,TN
2593,Store-2593,Delhi,KA
2594,Store-2594,Hyderabad,KA
2595,Store-2595,Delhi,TG
2596,Store-2596,Hyderabad,TN
2597,Store-2597,Hyderabad,TG
2598,Store-2598,Kolkata,MH
2599,Store-2599,Pune,DL
2600,Store-2600,Pune,MH
2601,Store-2601,Kolkata,MH
2602,Store-2602,Hyderabad,KA
2603,Store-2603,Mumbai,WB
2604,Store-2604,Bangalore,DL
2605,Store-2605,Bangalore,WB
2606,Store-2606,Hyderabad,MH
2607,Store-2607,Pune,TG
2608,Store-2608,Kolkata,TG
2609,Store-2609,Mumbai,TN
2610,Store-2610,Mumbai,TN
2611,Store-2611,Bangalore,TN
2612,Store-2612,Hyderabad,KA
2613,Store-2613,Pune,DL
2614,Store-2614,Pune,WB
2615,Store-2615,Mumbai,KA
2616,Store-2616,Chennai,MH
2617,Store-2617,Pune,TN
2618,Store-2618,Bangalore,TN
2619,Store-2619,Pune,MH
2620,Store-2620,Delhi,WB
2621,Store-2621,Bangalore,TN
2622,Store-2622,Pune,TN
2623,Store-2623,Kolkata,WB
2624,Store-2624,Chennai,TG
2625,Store-2625,Delhi,KA
2626,Store-2626,Pune,DL
2627,Store-2627,Kolkata,DL
2628,Store-2628,Pune,TG
2629,Store-2629,Chennai,KA
2630,Store-2630,Mumbai,KA
2631,Store-2631,Hyderabad,WB
2632,Store-2632,Delhi,TN
2633,Store-2633,Bangalore,DL
2634,Store-2634,Bangalore,TN
2635,Store-2635,Mumbai,MH
2636,Store-2636,Pune,TN
2637,Store-2637,Pune,TG
2638,Store-2638,Hyderabad,WB
2639,Store-2639,Hyderabad,KA
2640,Store-2640,Delhi,WB
2641,Store-2641,Delhi,MH
2642,Store-2642,Bangalore,KA
2643,Store-2643,Hyderabad,KA
2644,Store-2644,Kolkata,KA
2645,Store-2645,Pune,TN
2646,Store-2646,Pune,MH
2647,Store-2647,Bangalore,WB
2648,Store-2648,Bangalore,TN
2649,Store-2649,Bangalore,DL
2650,Store-2650,Mumbai,KA
2651,Store-2651,Hyderabad,WB
2652,Store-2652,Delhi,WB
2653,Store-2653,Chennai,TG
2654,Store-2654,Delhi,WB
2655,Store-2655,Chennai,MH
2656,Store-2656,Delhi,DL
2657,Store-2657,Bangalore,WB
2658,Store-2658,Chennai,TG
2659,Store-2659,Chennai,TG
2660,Store-2660,Kolkata,TN
2661,Store-2661,Mumbai,TG
2662,Store-2662,Delhi,KA
2663,Store-2663,Mumbai,KA
2664,Store-2664,Chennai,DL
2665,Store-2665,Pune,DL
2666,Store-2666,Chennai,DL
2667,Store-2667,Pune,DL
2668,Store-2668,Pune,TN
2669,Store-2669,Chennai,MH
2670,Store-2670,Mumbai,WB
2671,Store-2671,Delhi,TG
2672,Store-2672,Delhi,MH
2673,Store-2673,Kolkata,TN
2674,Store-2674,Pune,TG
2675,Store-2675,Pune,MH
2676,Store-2676,Hyderabad,DL
2677,Store-2677,Hyderabad,MH
2678,Store-2678,Chennai,KA
2679,Store-2679,Bangalore,TN
2680,Store-2680,Chennai,DL
2681,Store-2681,Bangalore,WB
2682,Store-2682,Delhi,TG
2683,Store-2683,Pune,TN
2684,Store-2684,Delhi,KA
2685,Store-2685,Pune,TN
2686,Store-2686,Mumbai,TG
2687,Store-2687,Hyderabad,TG
2688,Store-2688,Kolkata,TG
2689,Store-2689,Mumbai,TN
2690,Store-2690,Hyderabad,DL
2691,Store-2691,Delhi,MH
2692,Store-2692,Bangalore,TN
2693,Store-2693,Kolkata,DL
2694,Store-2694,Pune,TN
2695,Store-2695,Chennai,DL
2696,Store-2696,Delhi,MH
2697,Store-2697,Mumbai,WB
2698,Store-2698,Mumbai,MH
2699,Store-2699,Delhi,KA
2700,Store-2700,Kolkata,TG
2701,Store-2701,Kolkata,WB
2702,Store-2702,Hyderabad,TG
2703,Store-2703,Delhi,TN
2704,Store-2704,Pune,DL
2705,Store-2705,Delhi,TN
2706,Store-2706,Pune,MH
2707,Store-2707,Mumbai,MH
2708,Store-2708,Kolkata,TN
2709,Store-2709,Kolkata,MH
2710,Store-2710,Hyderabad,TN
2711,Store-2711,Chennai,TN
2712,Store-2712,Bangalore,TN
2713,Store-2713,Hyderabad,WB
2714,Store-2714,Mumbai,KA
2715,Store-2715,Pune,WB
2716,Store-2716,Hyderabad,KA
2717,Store-2717,Delhi,TG
2718,Store-2718,Delhi,KA
2719,Store-2719,Hyderabad,DL
2720,Store-2720,Kolkata,TN
2721,Store-2721,Chennai,MH
2722,Store-2722,Mumbai,MH
2723,Store-2723,Delhi,WB
2724,Store-2724,Bangalore,MH
2725,Store-2725,Kolkata,KA
2726,Store-2726,Delhi,TG
2727,Store-2727,Delhi,TG
2728,Store-2728,Mumbai,WB
2729,Store-2729,Mumbai,TG
2730,Store-2730,Delhi,WB
2731,Store-2731,Pune,TG
2732,Store-2732,Pune,DL
2733,Store-2733,Kolkata,DL
2734,Store-2734,Delhi,DL
2735,Store-2735,Bangalore,KA
2736,Store-2736,Mumbai,KA
2737,Store-2737,Mumbai,KA
2738,Store-2738,Delhi,WB
2739,Store-2739,Delhi,TG
2740,Store-2740,Hyderabad,WB
2741,Store-2741,Chennai,KA
2742,Store-2742,Pune,WB
2743,Store-2743,Pune,TN
2744,Store-2744,Delhi,MH
2745,Store-2745,Bangalore,MH
2746,Store-2746,Kolkata,TG
2747,Store-2747,Pune,WB
2748,Store-2748,Delhi,KA
2749,Store-2749,Delhi,TG
2750,Store-2750,Bangalore,MH
2751,Store-2751,Kolkata,TN
2752,Store-2752,Delhi,DL
2753,Store-2753,Bangalore,WB
2754,Store-2754,Mumbai,WB
2755,Store-2755,Chennai,MH
2756,Store-2756,Bangalore,MH
2757,Store-2757,Kolkata,KA
2758,Store-2758,Hyderabad,TN
2759,Store-2759,Kolkata,MH
2760,Store-2760,Mumbai,TG
2761,Store-2761,Hyderabad,DL
2762,Store-2762,Mumbai,TG
2763,Store-2763,Pune,DL
2764,Store-2764,Pune,MH
2765,Store-2765,Delhi,WB
2766,Store-2766,Kolkata,WB
2767,Store-2767,Mumbai,WB
2768,Store-2768,Pune,MH
2769,Store-2769,Pune,KA
2770,Store-2770,Delhi,WB
2771,Store-2771,Mumbai,TG
2772,Store-2772,Delhi,TG
2773,Store-2773,Mumbai,TG
2774,Store-2774,Hyderabad,MH
2775,Store-2775,Hyderabad,DL
2776,Store-2776,Bangalore,DL
2777,Store-2777,Chennai,MH
2778,Store-2778,Hyderabad,WB
2779,Store-2779,Delhi,DL
2780,Store-2780,Mumbai,KA
2781,Store-2781,Pune,WB
2782,Store-2782,Pune,TG
2783,Store-2783,Bangalore,DL
2784,Store-2784,Chennai,MH
2785,Store-2785,Pune,TN
2786,Store-2786,Delhi,TN
